series,minute,value,smoothing_s,bytes_per_token
decode_kv_gb_s_rep1,5.90680,3.54813,20,327680
decode_kv_gb_s_rep1,5.92346,3.54665,20,327680
decode_kv_gb_s_rep1,5.94013,3.58363,20,327680
decode_kv_gb_s_rep1,5.95680,3.59150,20,327680
decode_kv_gb_s_rep1,5.97346,3.70802,20,327680
decode_kv_gb_s_rep1,5.99013,3.71500,20,327680
decode_kv_gb_s_rep1,6.00680,3.72334,20,327680
decode_kv_gb_s_rep1,6.02346,3.76696,20,327680
decode_kv_gb_s_rep1,6.04013,3.78957,20,327680
decode_kv_gb_s_rep1,6.05680,3.84479,20,327680
decode_kv_gb_s_rep1,6.07346,3.84345,20,327680
decode_kv_gb_s_rep1,6.09013,3.90821,20,327680
decode_kv_gb_s_rep1,6.10680,3.87852,20,327680
decode_kv_gb_s_rep1,6.12346,3.97003,20,327680
decode_kv_gb_s_rep1,6.14013,3.94023,20,327680
decode_kv_gb_s_rep1,6.15680,3.98871,20,327680
decode_kv_gb_s_rep1,6.17346,3.98550,20,327680
decode_kv_gb_s_rep1,6.19013,4.01644,20,327680
decode_kv_gb_s_rep1,6.20680,4.08392,20,327680
decode_kv_gb_s_rep1,6.22346,4.06547,20,327680
decode_kv_gb_s_rep1,6.24013,4.07355,20,327680
decode_kv_gb_s_rep1,6.25680,4.16105,20,327680
decode_kv_gb_s_rep1,6.27346,4.10372,20,327680
decode_kv_gb_s_rep1,6.29013,4.14655,20,327680
decode_kv_gb_s_rep1,6.30680,4.14942,20,327680
decode_kv_gb_s_rep1,6.32346,4.19400,20,327680
decode_kv_gb_s_rep1,6.34013,4.23231,20,327680
decode_kv_gb_s_rep1,6.35680,4.25676,20,327680
decode_kv_gb_s_rep1,6.37346,4.25297,20,327680
decode_kv_gb_s_rep1,6.39013,4.27622,20,327680
decode_kv_gb_s_rep1,6.40680,4.26486,20,327680
decode_kv_gb_s_rep1,6.42346,4.28603,20,327680
decode_kv_gb_s_rep1,6.44013,4.29067,20,327680
decode_kv_gb_s_rep1,6.45680,4.24510,20,327680
decode_kv_gb_s_rep1,6.47346,4.25952,20,327680
decode_kv_gb_s_rep1,6.49013,4.23041,20,327680
decode_kv_gb_s_rep1,6.50680,4.34895,20,327680
decode_kv_gb_s_rep1,6.52346,4.28672,20,327680
decode_kv_gb_s_rep1,6.54013,4.31766,20,327680
decode_kv_gb_s_rep1,6.55680,4.39881,20,327680
decode_kv_gb_s_rep1,6.57346,4.40887,20,327680
decode_kv_gb_s_rep1,6.59013,4.41272,20,327680
decode_kv_gb_s_rep1,6.60680,4.50765,20,327680
decode_kv_gb_s_rep1,6.62346,4.50060,20,327680
decode_kv_gb_s_rep1,6.64013,4.47930,20,327680
decode_kv_gb_s_rep1,6.65680,4.48946,20,327680
decode_kv_gb_s_rep1,6.67346,4.47684,20,327680
decode_kv_gb_s_rep1,6.69013,4.49858,20,327680
decode_kv_gb_s_rep1,6.70680,4.54914,20,327680
decode_kv_gb_s_rep1,6.72346,4.53635,20,327680
decode_kv_gb_s_rep1,6.74013,4.59034,20,327680
decode_kv_gb_s_rep1,6.75680,4.55987,20,327680
decode_kv_gb_s_rep1,6.77346,4.63547,20,327680
decode_kv_gb_s_rep1,6.79013,4.67772,20,327680
decode_kv_gb_s_rep1,6.80680,4.73653,20,327680
decode_kv_gb_s_rep1,6.82346,4.75801,20,327680
decode_kv_gb_s_rep1,6.84013,4.69628,20,327680
decode_kv_gb_s_rep1,6.85680,4.79121,20,327680
decode_kv_gb_s_rep1,6.87346,4.77612,20,327680
decode_kv_gb_s_rep1,6.89013,4.76483,20,327680
decode_kv_gb_s_rep1,6.90680,4.75639,20,327680
decode_kv_gb_s_rep1,6.92346,4.76724,20,327680
decode_kv_gb_s_rep1,6.94013,4.77615,20,327680
decode_kv_gb_s_rep1,6.95680,4.81982,20,327680
decode_kv_gb_s_rep1,6.97346,4.82759,20,327680
decode_kv_gb_s_rep1,6.99013,4.85958,20,327680
decode_kv_gb_s_rep1,7.00680,4.88009,20,327680
decode_kv_gb_s_rep1,7.02346,4.84804,20,327680
decode_kv_gb_s_rep1,7.04013,4.84470,20,327680
decode_kv_gb_s_rep1,7.05680,4.87062,20,327680
decode_kv_gb_s_rep1,7.07346,4.88420,20,327680
decode_kv_gb_s_rep1,7.09013,4.94333,20,327680
decode_kv_gb_s_rep1,7.10680,4.92262,20,327680
decode_kv_gb_s_rep1,7.12346,4.90643,20,327680
decode_kv_gb_s_rep1,7.14013,4.96972,20,327680
decode_kv_gb_s_rep1,7.15680,4.99704,20,327680
decode_kv_gb_s_rep1,7.17346,5.05967,20,327680
